chief_complaint_id,n_body_areas,body_areas_list,n_symptoms,symptoms_list,n_diff_dx,diff_dx_list
22,1.0,Eyes,2.0,"Double vision (Diplopia),Diplopia (Seeing double)",18.0,"Third cranial nerve disorder (disorder of eye movement),Diabetes mellitus type 2 (elevated blood sugar),Maxillary sinus carcinoma (sinus cancer),Nasopharyngeal carcinoma (tumor),Ophthalmoplegia (eye muscle weakness),Orbital cellulitis (soft tissue eye infection),Orbital fracture (broken bone near the eye),Orbital mass (growth near the eye),Pituitary tumor,Temporal arteritis (inflamed scalp artery),Syphilis (treponema pallidum),Pseudotumor cerebri (increased pressure in the skull),Miller Fisher Syndrome (rare nerve disease),Basilar artery migraine (headache),Complex migraine (migraine with neurologic changes),Graves eye disease (Graves ophthalmopathy),Strabismus (crossed eyes),Retinopathy"
220,1.0,Hands,1.0,Hand cut (laceration),7.0,"Avulsions (forcible tissue detachment),Foreign body in a wound,Puncture wound, hand,Tendon laceration (tendon cut),Traumatic nerve injury,Wound infection (cut infection),Blood vessel injury"
221,2.0,"Hips,Legs",1.0,Leg cut (laceration),7.0,"Avulsions (forcible tissue detachment),Blood vessel injury,Foreign body in a wound,Puncture wound, leg,Tendon laceration (tendon cut),Traumatic nerve injury,Wound infection (cut infection)"
222,1.0,Feet,1.0,Foot cut (laceration),7.0,"Avulsions (forcible tissue detachment),Blood vessel injury,Foreign body in a wound,Tendon laceration (tendon cut),Traumatic nerve injury,Puncture wound, foot,Wound infection (cut infection)"
223,1.0,Abdomen,,,31.0,"Medication reaction,Allergic reaction,Ringworm of the body (tinea corporis),Chemical burn,Necrotizing fasciitis (life-threatening infection),Heat rash,Burns,Heat stroke,Poison ivy (poison oak, poison sumac),Ant bite,Insect bite,Scabies (skin disease caused by mites),Body lice,Steven Johnson syndrome (rare, serious skin disorder),Bee sting (wasp sting),Bed bugs,Cellulitis (skin infection),Boil (pus-filled lump),Psoriasis (scaly skin disease),Sunburn,Shingles (herpes zoster),Mosquito bite,Erythrasma (chronic bacterial skin infection),Lichen planus (chronic skin inflammation),Chicken pox (varicella virus),Sea lice,Folliculitis (hair follicle infection),Anticholinergic overdose,Pityriasis rosea (inflammatory skin rash),Swimmer's itch (cercarial dermatitis),Scalded skin syndrome (blistering skin infection)"
224,1.0,Abdomen,,,25.0,"Allergic reaction,Ant bite,Bed bugs,Bee sting (wasp sting),Body lice,Chicken pox (varicella virus),Lichen planus (chronic skin inflammation),Medication reaction,Mosquito bite,Pityriasis rosea (inflammatory skin rash),Poison ivy (poison oak, poison sumac),Psoriasis (scaly skin disease),Ringworm of the body (tinea corporis),Scabies (skin disease caused by mites),Sea lice,Insect bite,Swimmer's itch (cercarial dermatitis),Cutaneous larva migrans (parasitic skin disease),Shingles (herpes zoster),Hodgkin's disease (cancer of the lymph system),Lymphoma (lymph node cancer),Primary sclerosing cholangitis (bile duct disease),Renal failure, chronic (ongoing kidney failure),Diabetes (high blood sugar),Pregnancy"
225,1.0,Arms,1.0,Arm itching,24.0,"Allergic reaction,Ant bite,Bed bugs,Bee sting (wasp sting),Body lice,Chicken pox (varicella virus),Cutaneous larva migrans (parasitic skin disease),Diabetes (high blood sugar),Hodgkin's disease (cancer of the lymph system),Lichen planus (chronic skin inflammation),Lymphoma (lymph node cancer),Medication reaction,Mosquito bite,Pityriasis rosea (inflammatory skin rash),Poison ivy (poison oak, poison sumac),Pregnancy,Primary sclerosing cholangitis (bile duct disease),Psoriasis (scaly skin disease),Renal failure, chronic (ongoing kidney failure),Scabies (skin disease caused by mites),Shingles (herpes zoster),Insect bite,Swimmer's itch (cercarial dermatitis),Tinea (fungal skin infection)"
226,1.0,Hands,1.0,Hand redness,34.0,"Allergic reaction,Ant bite,Anticholinergic overdose,Bed bugs,Bee sting (wasp sting),Body lice,Boil (pus-filled lump),Tenosynovitis (tendon sheath inflammation),Burns,Cellulitis (skin infection),Chemical burn,Chicken pox (varicella virus),Skin blood vessel damage (Chilblains, pernio),Erythrasma (chronic bacterial skin infection),Folliculitis (hair follicle infection),Heat rash,Heat stroke,Lichen planus (chronic skin inflammation),Medication reaction,Mosquito bite,Necrotizing fasciitis (life-threatening infection),Pityriasis rosea (inflammatory skin rash),Poison ivy (poison oak, poison sumac),Psoriasis (scaly skin disease),Scabies (skin disease caused by mites),Scalded skin syndrome (blistering skin infection),Sea lice,Shingles (herpes zoster),Insect bite,Steven Johnson syndrome (rare, serious skin disorder),Sunburn,Swimmer's itch (cercarial dermatitis),Tinea (fungal skin infection),Deep venous thrombosis (DVT, venous blood clot)"
227,1.0,Feet,1.0,Foot redness,34.0,"Allergic reaction,Ant bite,Anticholinergic overdose,Bed bugs,Bee sting (wasp sting),Body lice,Tenosynovitis (tendon sheath inflammation),Burns,Cellulitis (skin infection),Chemical burn,Chicken pox (varicella virus),Skin blood vessel damage (Chilblains, pernio),Erythrasma (chronic bacterial skin infection),Folliculitis (hair follicle infection),Heat rash,Heat stroke,Lichen planus (chronic skin inflammation),Medication reaction,Mosquito bite,Necrotizing fasciitis (life-threatening infection),Pityriasis rosea (inflammatory skin rash),Poison ivy (poison oak, poison sumac),Psoriasis (scaly skin disease),Scabies (skin disease caused by mites),Scalded skin syndrome (blistering skin infection),Sea lice,Shingles (herpes zoster),Insect bite,Steven Johnson syndrome (rare, serious skin disorder),Sunburn,Swimmer's itch (cercarial dermatitis),Tinea (fungal skin infection),Deep venous thrombosis (DVT, venous blood clot),Foot ulcer"
228,1.0,Arms,1.0,Arm redness,34.0,"Deep venous thrombosis (DVT, venous blood clot),Allergic reaction,Ant bite,Anticholinergic overdose,Bed bugs,Bee sting (wasp sting),Body lice,Boil (pus-filled lump),Burns,Cellulitis (skin infection),Chemical burn,Chicken pox (varicella virus),Erythrasma (chronic bacterial skin infection),Folliculitis (hair follicle infection),Heat rash,Heat stroke,Lichen planus (chronic skin inflammation),Medication reaction,Mosquito bite,Necrotizing fasciitis (life-threatening infection),Pityriasis rosea (inflammatory skin rash),Poison ivy (poison oak, poison sumac),Psoriasis (scaly skin disease),Scabies (skin disease caused by mites),Scalded skin syndrome (blistering skin infection),Sea lice,Shingles (herpes zoster),Insect bite,Steven Johnson syndrome (rare, serious skin disorder),Sunburn,Swimmer's itch (cercarial dermatitis),Tinea (fungal skin infection),Thrombophlebitis (superficial),Lymphadenitis"
229,,,1.0,Leg redness,35.0,"Deep venous thrombosis (DVT, venous blood clot),Allergic reaction,Ant bite,Anticholinergic overdose,Bed bugs,Bee sting (wasp sting),Body lice,Boil (pus-filled lump),Burns,Cellulitis (skin infection),Chemical burn,Chicken pox (varicella virus),Erythrasma (chronic bacterial skin infection),Folliculitis (hair follicle infection),Heat rash,Heat stroke,Lichen planus (chronic skin inflammation),Medication reaction,Mosquito bite,Necrotizing fasciitis (life-threatening infection),Pityriasis rosea (inflammatory skin rash),Poison ivy (poison oak, poison sumac),Psoriasis (scaly skin disease),Scabies (skin disease caused by mites),Scalded skin syndrome (blistering skin infection),Sea lice,Shingles (herpes zoster),Insect bite,Steven Johnson syndrome (rare, serious skin disorder),Sunburn,Swimmer's itch (cercarial dermatitis),Tinea (fungal skin infection),Pyomyositis (muscle infection),Thrombophlebitis (superficial),Lymphadenitis"
23,2.0,"Ear	Nose,Head",1.0,Ear pressure,21.0,"Bell's palsy (facial muscle weakness),Cerumen impaction (ear wax buildup),Ear infection, outer (otitis externa),Ear infection, middle ear (otitis media),Pharyngitis (throat infection),Ramsay Hunt syndrome (viral infection causing facial weakness),Ear drum rupture (tympanic membrane rupture),Cauliflower ear (wrestlers ear),Abrasions (scrapes),Cellulitis (skin infection),Contact dermatitis (contact skin irritation),Contusion (bruise, ecchymosis),Ear laceration (cut on the ear),Ear swelling,Hemotympanum (blood behind ear drum),Labyrinthitis (dizziness and vertigo),Meniere's disease (dizziness and vertigo),Parotitis (salivary gland inflammation),Sinusitis (sinus infection),Rhinitis (nasal inflammation),Bullous myringitis (middle ear infection)"
230,1.0,Hands,1.0,Hand itching,26.0,"Allergic reaction,Ant bite,Tinea (fungal skin infection),Bed bugs,Bee sting (wasp sting),Body lice,Chicken pox (varicella virus),Contact dermatitis (contact skin irritation),Cutaneous larva migrans (parasitic skin disease),Diabetes (high blood sugar),Hodgkin's disease (cancer of the lymph system),Lichen planus (chronic skin inflammation),Lymphoma (lymph node cancer),Medication reaction,Mosquito bite,Pityriasis rosea (inflammatory skin rash),Poison ivy (poison oak, poison sumac),Pregnancy,Primary sclerosing cholangitis (bile duct disease),Psoriasis (scaly skin disease),Renal failure, chronic (ongoing kidney failure),Scabies (skin disease caused by mites),Sea lice,Shingles (herpes zoster),Insect bite,Swimmer's itch (cercarial dermatitis)"
231,,,1.0,Leg itching,26.0,"Allergic reaction,Ant bite,Tinea (fungal skin infection),Bed bugs,Bee sting (wasp sting),Body lice,Chicken pox (varicella virus),Contact dermatitis (contact skin irritation),Cutaneous larva migrans (parasitic skin disease),Diabetes (high blood sugar),Hodgkin's disease (cancer of the lymph system),Lichen planus (chronic skin inflammation),Lymphoma (lymph node cancer),Medication reaction,Mosquito bite,Pityriasis rosea (inflammatory skin rash),Poison ivy (poison oak, poison sumac),Pregnancy,Primary sclerosing cholangitis (bile duct disease),Psoriasis (scaly skin disease),Renal failure, chronic (ongoing kidney failure),Scabies (skin disease caused by mites),Sea lice,Shingles (herpes zoster),Insect bite,Swimmer's itch (cercarial dermatitis)"
232,2.0,"Abdomen,Buttock/Rectum",2.0,"Steatorrhea (Excess fat in stool),Fatty stools",10.0,"Malabsorption syndrome (abnormal intestinal digestion),Celiac disease (celiac sprue),Ulcerative colitis (large intestine inflammation),Choledocholithiasis (stone in bile duct),Primary sclerosing cholangitis (bile duct disease),Bacterial overgrowth of small intestine,Cystic fibrosis (inherited disease of lungs, digestive system),Whipple's disease (rare bacterial infection of the small intestine),Lactose intolerance,Pancreas inflammation (pancreatitis, chronic)"
233,1.0,Legs,2.0,"Upper leg pain,Thigh pain",26.0,"Cellulitis (skin infection),Compartment syndrome (increased pressure inside muscles),Contusion (bruise, ecchymosis),Deep venous thrombosis (DVT, venous blood clot),Femoral artery aneurysm (dilation of leg artery),Femoral hernia (groin hernia),Fracture (broken bone),Gout (uric acid crystals in the joint causing inflammation),Herniated disc (slipped disc, ruptured disc),Ligament tear (connection between two bones),Necrotizing fasciitis (life-threatening infection),Osteoarthritis (bone inflammation),Overuse syndrome (injury from repetitive activity),Peripheral neuropathy (nerve damage),Pseudogout (calcium deposit arthritis),Rheumatoid arthritis (type of chronic joint inflammation),Sciatica (lower back nerve irritation),Septic arthritis (joint infection),Hip fracture (broken hip),Laceration (skin cut),Sprain (stretched, torn ligament),Vascular insufficiency due to peripheral artery disease (PAD, claudication, inadequate blood flow),Vasculitis (inflammation of the arteries),Bone cancer (bone tumor),Sarcoma (soft tissue cancer),Meralgia Paresthetica"
234,1.0,Arms,2.0,"Armpit pain,Axillary pain",15.0,"Muscle strain (pulled muscle),Scabies (skin disease caused by mites),Body lice,Cancer (tumor),Contact dermatitis (contact skin irritation),Shingles (herpes zoster),Brachial plexus injury (shoulder nerve injury),Heart attack (acute myocardial infarction, AMI),Lymphangitis (lymph tissue inflammation),Lymphoma (lymph node cancer),Hidradenitis suppurativa (chronic collections of pus),Cellulitis (skin infection),Bone cancer (bone tumor),Sarcoma (soft tissue cancer),Lymphadenitis"
235,,,1.0,Sweating,16.0,"Stress,Anxiety,Alcohol withdrawal syndrome (mild),Menopause (end of menstruation and fertility),Hypoglycemia (low blood sugar),Low blood pressure (hypotension),Febrile (fever) illness,Heat exhaustion,Cocaine overdose,Drug overdose,Bacterial infection,Cancer (tumor),Parasite infections,Tuberculosis infection (TB),Medication reaction,Pregnancy"
236,1.0,Head,3.0,"Nasal congestion,Stuffy nose,Runny nose",15.0,"Influenza (seasonal flu),Upper respiratory tract infection (URI, common cold),Nasal polyps (growths),Nasal fracture (broken nose),Allergic rhinitis (allergic reaction in the nose),Sinusitis (sinus infection),Basilar skull fracture (broken skull),Cerebrospinal fluid rhinorrhea (leakage of brain fluid from the nose),Parasite infections,Perforated septum (hole in skin between nostrils),Pharyngitis (throat infection),Post nasal drip,Viral infections,Rhinitis (nasal inflammation),Mycoplasma infection (bacteria)"
237,,,1.0,Joint stiffness,14.0,"Bursitis (inflammation of joint cushion),Gout (uric acid crystals in the joint causing inflammation),Pseudogout (calcium deposit arthritis),Lupus (systemic lupus erythematosus, SLE),Osteoarthritis (bone inflammation),Overuse syndrome (injury from repetitive activity),Polymyalgia rheumatica (PMR, muscle and joint disorder),Rheumatoid arthritis (type of chronic joint inflammation),Tendonitis (tendon inflammation),Ankylosing spondylitis (severe spine arthritis),Myositis (muscle inflammation or infection),Lyme disease (bacterial infection from ticks),Influenza (seasonal flu),Chondromalacia (cartilage damage)"
238,13.0,"Arms,Back,Buttock/Rectum,Shoulder,Feet,Hips,Neck,Pelvis,Hands,Legs,Chest,Lower Back,Head",3.0,"Skin sores,Skin ulcers,Skin lesion",63.0,"Peripheral vascular disease (blocked blood vessels),Shingles (herpes zoster),Basal cell carcinoma (skin cancer),Squamous cell cancer (common skin cancer),Abrasions (scrapes),Allergic reaction,Anal fissure (tear),Anorectal (perirectal) abscess,Atopic dermatitis (eczema),Bacterial vaginosis (vaginal infection),Bartholin abscess or cyst (sac of pus near the vaginal opening),Calluses and corns,Candida albicans (yeast infection),Cellulitis (skin infection),Contact dermatitis (contact skin irritation),Poison ivy (poison oak, poison sumac),Drug reaction,Enlarged lymph nodes (lymphadenopathy),Genital herpes (HSV type 2 infection),Genital warts (HPV, Human papillomavirus infection),Heat rash,Herpes simplex infection (viral infection),Lipoma (benign fatty tumor),Lupus (systemic lupus erythematosus, SLE),Lymphangitis (lymph tissue inflammation),Mastitis (breast infection inflammation),Metastatic neoplasm (cancer spread),Ear infection, outer (otitis externa),Perforated septum (hole in skin between nostrils),Pityriasis rosea (inflammatory skin rash),Rectal abscess (collection of pus in the rectum),Rectal ulcer,Sebaceous cyst (sac under the skin),Insect bite,Tinea (fungal skin infection),Tongue cancer (tumor),Urticaria (hives),Vaginitis (vaginal infection inflammation),Vulvar squamous cell carcinoma (skin cancer on female genitalia),Pilonidal cyst (fluid filled sac on tailbone),Acne (pimples),Psoriasis (scaly skin disease),Staphylococcus aureus (type of bacteria),Impetigo (bacterial skin infection),Head lice,Body lice,Neurofibromatosis (inherited nerve tumors),Ringworm of the body (tinea corporis),Carbuncle,Melanoma (skin cancer),Common warts,Moles (nevi),Sarcoidosis (inflammatory disease),Athlete's foot (tinea pedis),Foreign body in a wound,Hidradenitis suppurativa (chronic collections of pus),Skin tags (acrochordons),Chronic venous insufficiency (weakened leg veins),Lymphedema (lymphatic obstruction),Foot ulcer,Hyperkeratosis (skin thickening),Yaws,Keloid (overgrown scar)"
